subject_id,session_id,name,session_type,stage,image_set,session_number,session_date,session_time,age_days,genotype,sex,date_of_birth,rig,project_name,processed_stamp,_id,in_capsule
782149,multiplane-ophys_782149_2025-05-05_11-39-29,multiplane-ophys_782149_2025-05-05_11-39-29_processed_2026-08-19_00-38-38,STAGE_1,STAGE_1,,22,2025-05-05,11:39:29.053104,149,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,U01BFCT,2026-08-19_00-38-38,7c4f0fad-1efc-442f-ab8a-4bffd1e61516,True
782149,multiplane-ophys_782149_2025-05-06_09-18-12,multiplane-ophys_782149_2025-05-06_09-18-12_processed_2026-08-19_00-38-34,STAGE_1,STAGE_1,,23,2025-05-06,09:18:12.976231,150,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,U01BFCT,2026-08-19_00-38-34,64d91ffc-0323-492a-b730-f2245786fbef,True
782149,multiplane-ophys_782149_2025-05-07_09-10-44,multiplane-ophys_782149_2025-05-07_09-10-44_processed_2026-08-19_00-38-18,STAGE_1,STAGE_1,,24,2025-05-07,09:10:44.279123,151,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,U01BFCT,2026-08-19_00-38-18,f31bc302-15cb-4dad-91d0-5282f6dda1ce,True
788406,multiplane-ophys_788406_2025-05-29_11-29-10,multiplane-ophys_788406_2025-05-29_11-29-10_processed_2026-08-19_00-37-07,TRAINING_0_gratings_autorewards_15min,TRAINING_0,,1,2025-05-29,11:29:10.973112,131,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-37-07,1e2d0496-680d-406e-85d8-8ad6d0d1c77c,True
788406,multiplane-ophys_788406_2025-05-31_12-37-36,multiplane-ophys_788406_2025-05-31_12-37-36_processed_2026-08-19_00-38-01,TRAINING_1_gratings,TRAINING_1,,2,2025-05-31,12:37:36.213670,133,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-38-01,f43d43ee-d6b7-4ad3-8a06-36a075d02da3,True
788406,multiplane-ophys_788406_2025-06-04_07-29-18,multiplane-ophys_788406_2025-06-04_07-29-18_processed_2026-08-19_00-38-20,TRAINING_1_gratings,TRAINING_1,,3,2025-06-04,07:29:18.859732,137,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-38-20,80535303-d64c-4ea9-ba23-cae1ee4b570a,True
788406,multiplane-ophys_788406_2025-06-05_09-20-38,multiplane-ophys_788406_2025-06-05_09-20-38_processed_2026-08-19_00-38-04,TRAINING_1_gratings,TRAINING_1,,4,2025-06-05,09:20:38.826880,138,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-38-04,25c19000-9a3f-4d30-8823-2e9ade90da06,True
788406,multiplane-ophys_788406_2025-06-06_09-04-24,multiplane-ophys_788406_2025-06-06_09-04-24_processed_2026-08-19_00-38-00,TRAINING_1_gratings,TRAINING_1,,5,2025-06-06,09:04:24.795439,139,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-38-00,bcf7e352-c1e3-44fd-93f3-5b12403c42e5,True
788406,multiplane-ophys_788406_2025-06-10_08-54-07,multiplane-ophys_788406_2025-06-10_08-54-07_processed_2026-08-19_00-39-09,TRAINING_1_gratings,TRAINING_1,,6,2025-06-10,08:54:07.495918,143,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-09,be76664c-2302-4fc1-a467-f2335c15c0fa,True
788406,multiplane-ophys_788406_2025-06-11_08-54-38,multiplane-ophys_788406_2025-06-11_08-54-38_processed_2026-08-19_00-39-40,TRAINING_1_gratings,TRAINING_1,,7,2025-06-11,08:54:38.444037,144,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-39-40,6ce793b7-b1b1-4dda-8e97-2a08be45d4ba,True
